Name,Ingredients,Level,FoodType,ImageSrc
Chorizo carbonara,SALAD 25 g pine nuts 1 red chicory 1 green chicory 2 clementines 100 g baby spinach 4 sprigs of fresh mint 45 g Manchego cheese 2 tablespoons sherry vinegar 2 tablespoons extra virgin olive oil 1 teaspoon runny honey PASTA 320 g dried penne 70 g Iberico chorizo ½–1 fresh red chilli 2 sprigs of fresh rosemary olive oil 4 cloves of garlic 1 large free-range egg ½ a lemon 2 heaped tablespoons fat-free natural yoghurt,not-too-tricky,pasta,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Sausage gnocchi,"GNOCCHI 4 spicy higher-welfare sausages (at least 80% meat) 2 teaspoons fennel seeds 2 sprigs of fresh rosemary 125 ml Chianti 200 g tenderstem broccoli 700 g passata 400 g gnocchi 2 tablespoons fat-free natural yoghurt GREENS 2 rashers of higher-welfare smoked streaky bacon olive oil 40 g blanched hazelnuts 1 teaspoon maple syrup or runny honey 200 g fine green beans 300 g mixed greens, such as curly kale, Swiss chard, cavolo nero, spring greens, Brussels tops 1½ tablespoons extra virgin olive oil 1½ tablespoons sherry vinegar",not-too-tricky,pork,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Mushroom soup,SOUP 2 onions olive oil 1 organic chicken or vegetable stock cube ½ a bunch fresh thyme 2 cloves of garlic 4 large portobello mushrooms 100 g basmati rice 1 tablespoon single cream 1 teaspoon truffle oil CROÛTES 8 chestnut mushrooms 1 ciabatta loaf 1 clove of garlic 1 eating apple ½ a bunch of fresh curly parsley 1 lemon 50 g Stilton cheese 1 small handful shelled walnuts,not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Quick lamb tagine,LAMB & AUBERGINE 2 small aubergines 300 g quality lamb neck fillet 1 heaped teaspoon garam masala olive oil a few sprigs of fresh coriander COUSCOUS 1 mug (300g) couscous CUMIN CRUNCH 1 heaped tablespoon shelled pistachios 1 heaped tablespoon sesame seeds 1 tablespoon cumin seeds VEG 1 good pinch of saffron 650 g ripe mixed-colour tomatoes 1 preserved lemon 4 spring onions ½ –1 fresh red chilli TO SERVE 4 tablespoons fat-free natural yoghurt,not-too-tricky,lamb,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
The best fish baps,"BAPS 4 nice soft wholewheat baps 4 large (halved) or 8 small (roughly 480g in total) flat-fish fillets, such as plaice, lemon sole, megrim, dab , skin off, pin-boned, from sustainable sources 1 pinch of cayenne pepper ½ a a mug of plain flour olive oil 25 g Parmesan cheese 1 punnet of cress 1 lemon PEAS 1 medium potato 500 g frozen peas ½ a a bunch of fresh mint SAUCE 6 cornichons 1 tablespoon baby capers 1 little gem lettuce 250 g fat-free natural yoghurt ¼ of a bunch of fresh flat-leaf parsley 1 lemon",not-too-tricky,fish,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Ultimate pork tacos,PORK 350 g skinless higher-welfare pork belly 1 heaped teaspoon fennel seeds 1 heaped teaspoon sweet smoked paprika BEANS olive oil 1 good pinch of cumin seeds 3 spring onions 2 cloves of garlic 1 x 400 g tin of black beans SALAD 1 fresh red or green chilli 2 little gem lettuces ½ a bunch of fresh coriander 1 ripe avocado 1 large ripe tomato 1 eating apple low-salt soy sauce extra virgin olive oil 1 lime TO SERVE Lingham's chilli sauce 4 tablespoons fat-free natural yoghurt 8 corn taco shells,not-too-tricky,pork,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Keralan veggie curry,CURRY ½ a cauliflower 2 tablespoons rapeseed oil 1 heaped teaspoon black mustard seeds 1 heaped teaspoon fenugreek seeds 1 heaped teaspoon turmeric 1 small handful of dried curry leaves 5 cm piece of ginger 2 cloves of garlic 6 spring onions 1 fresh red chilli 1 big bunch of fresh coriander 2 ripe tomatoes 1 x 400 g tin of light coconut milk 1 x 400 g tin of chickpeas 1 x 227 g tin of pineapple chunks in juice 1 lemon RICE 1 mug (300g) of 10-minute wholegrain or basmati rice 10 cloves ½ a lemon TO SERVE 4 uncooked poppadoms ½ a bunch of fresh mint 3 tablespoons fat-free natural yoghurt ½ a lemon,not-too-tricky,vegetable,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Falafel wraps,"FALAFEL 1 x 400 g tin of mixed beans 1 x 400 g tin of chickpeas 1 lemon 1 tablespoon harissa 1 heaped teaspoon allspice 1 heaped tablespoon plain flour 1 bunch of fresh coriander olive oil SIDES 2 mixed-colour peppers 4 spring onions 8 small wholewheat tortillas 1 tablespoon Lingham's chilli sauce 250g low-fat cottage cheese pickled red cabbage , optional SALSA 1 big handful of mixed-colour ripe tomatoes ½ –1 fresh red chilli ½ a clove of garlic 1 lime",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Grilled steak ratatouille & saffron rice,"RATATOUILLE 1 courgette 1 small aubergine 2 mixed-colour peppers 1 red onion 1 heaped teaspoon harissa 2 anchovy fillets , from sustainable sources 2-4 cloves of garlic 700 g passata 1 tablespoon balsamic vinegar ½ a bunch of fresh basil 2 tablespoons fat-free natural yoghurt RICE 1 mug (300g) of 10-minute wholegrain or basmati rice 1 good pinch of saffron ½ a lemon STEAK 2 x 250 g quality sirloin steaks , fat removed 1 teaspoon sweet paprika olive oil ½ a bunch of fresh flat-leaf parsley 1 heaped teaspoon Dijon mustard 1 tablespoon extra virgin olive oil ½ a lemon",not-too-tricky,beef,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Veggie chilli,"CHILLI & RICE 1 red onion 1 dried smoked chipotle or ancho chilli ½ a fresh red chilli 1 teaspoon sweet smoked paprika ½ teaspoon cumin seeds 1-2 cloves of garlic 1 big bunch of fresh coriander olive oil 2 mixed-colour peppers 1 x 400 g tin of chickpeas 1 x 400 g tin of black beans 700 g passata 1x 250 g pack of cooked mixed long grain & wild rice SALAD 4 small corn tortilla wraps 2 ripe avocados 3 heaped tablespoons fat-free natural yoghurt , plus extra to serve 2 limes 1 romaine lettuce ½ a cucumber 1 fresh red chilli 1 handful of ripe cherry tomatoes",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Mighty mackerel,"SALAD 1 mug (300g) of quinoa ½ a lemon 800 g ripe mixed-colour tomatoes 1 fresh red chilli 2 tablespoons extra virgin olive oil 1 tablespoon balsamic vinegar MACKEREL 4 x 200 g whole mackerel , scaled, gutted (ask your fishmonger), from sustainable sources, ask your fishmonger 1 heaped teaspoon ground coriander olive oil 2 sprigs of fresh rosemary 2 cloves of garlic TO SERVE 2 heaped tablespoons fat-free natural yoghurt 2 heaped teaspoons jarred grated horseradish a couple of sprigs of fresh basil",not-too-tricky,fish,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Beef stroganoff,"RICE 1 mug (300g) 10-minute wholegrain or basmati rice ½ a bunch of fresh thyme 200 g baby spinach PICKLE 2 small red onions 1 handful of gherkins 1 bunch of fresh flat-leaf parsley STROGANOFF 300 g mixed mushrooms olive oil 3 cloves of garlic 2 x 200 g quality sirloin steaks , fat removed 1 heaped teaspoon sweet paprika 1 lemon 1 swig of brandy 4 heaped tablespoons fat-free natural yoghurt 1 swig of semi-skimmed milk",not-too-tricky,beef,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Griddled tuna kinda niçoise salad,"SALAD 350 g mixed green and yellow beans ½ a baguette 12 black olives (stone in) 3 ripe mixed-colour tomatoes 1 romaine lettuce 20 g feta cheese 1 lemon TUNA & DRESSING 1 big bunch of fresh basil 6 anchovy fillets , from sustainable sources 1 lemon 4 tablespoons extra virgin olive oil 2 x 200 g tuna steaks (2.5cm thick) , from sustainable sources, ask your fishmonger 1 tablespoon red wine vinegar 1 heaped teaspoon wholegrain mustard 1 teaspoon runny honey",not-too-tricky,fish,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Quick chicken laksa,"CHICKEN 4 higher-welfare chicken thighs , skin off, bone out 1 heaped teaspoon Chinese five-spice powder 1 tablespoon runny honey 1 tablespoon sesame seeds 1 fresh red chilli LAKSA 1 organic chicken or vegetable stock cube 1 butternut squash , (neck end only) 2 cloves of garlic 5 cm piece of ginger 1 fresh red chilli 1 teaspoon ground turmeric ½ a bunch spring onions 1 heaped teaspoon peanut butter 4 dried lime leaves ½ a bunch of fresh coriander 1 tablespoon sesame oil 1 tablespoon low-salt soy sauce 1 tablespoon fish sauce 300 g medium rice noodles 2 bunches of asparagus , (600g) 1 x 400 g tin of light coconut milk 3 limes",not-too-tricky,chicken,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Sizzling chicken fajitas,"SALSA 1 dried smoked chipotle or ancho chilli 2 spring onions 1 ripe large tomato ½ a bunch of fresh coriander 1 fresh red chilli 2 limes 2 teaspoons balsamic vinegar 1 tablespoon low-salt soy sauce FAJITAS 2 mixed-colour peppers 1 red onion 2 x 200 g skinless higher-welfare chicken breasts 1 heaped teaspoon sweet smoked paprika , plus extra to serve olive oil RICE & BEANS 1 x 400 g tin of mixed beans ½ teaspoon cumin seeds 1 fresh red chilli 1 x 250 g pack of cooked brown rice 1 lemon TO SERVE 4 wholemeal flour tortillas 4 tablespoon fat-free natural yoghurt 20 g feta cheese",not-too-tricky,chicken,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Golden chicken,GRATIN 800 g potatoes 3 onions olive oil 1 organic chicken stock cube ½ a bunch of fresh sage 100 ml single cream 30 g Parmesan cheese CHICKEN 4 x 120 g skinless higher-welfare chicken breasts a few sprigs of fresh rosemary 2 rashers of higher-welfare smoked streaky bacon GREENS 200 g baby leeks 200 g baby spinach 200 g frozen peas,not-too-tricky,chicken,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Turkey wellington,"1.6 kg turkey breast , skin off, preferably higher welfare sea salt and freshly ground black pepper olive oil 1 large bunch fresh thyme , leaves picked 1 x 340 g jar cranberry jam 25 g dried porcini mushrooms 6 rashers quality smoked streaky bacon , thinly sliced 3 sprigs fresh rosemary 600 g mixed mushrooms , chopped 1 turkey leg 1 carrot , roughly chopped 1 leek , trimmed and roughly chopped 1 onion , peeled and roughly chopped 2 heaped tablespoons plain flour , plus extra for dusting 1 tablespoon balsamic vinegar 1 knob unsalted butter 2 x 500 g packets all butter puff pastry , chilled 1 large free-range egg , beaten",not-too-tricky,turkey,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Mushroom & squash vegetarian Wellington,"1 small butternut squash , halved lengthways and seeds scraped out olive oil 1 small dried red chilli , crumbled ½ teaspoon ground cinnamon 1 tablespoon coriander seeds 1 sprig fresh rosemary , leaves picked and chopped 2 red onions , peeled and sliced sea salt freshly ground black pepper 1 small bunch fresh sage , leaves picked 100 g vac-packed chestnuts , crumbled 2 slices sourdough bread 3 cloves garlic , peeled 1 lemon 20 g butter 250 g chestnut mushrooms , finely sliced 200 g Swiss chard or spinach , washed 50 g pine nuts 25 g sultanas 500 g all butter puff pastry 1 free-range egg 1 splash of milk",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Roast chicken with mixed mushroom stuffing,"olive oil 1 onion , peeled and finely chopped 4 cloves garlic , peeled and finely sliced 500 g mixed, interesting mushrooms (such as shiitake, oyster, chestnut etc) , cleaned - large ones chopped up, small ones ripped up 1 bunch fresh thyme 1 lemon sea salt freshly ground black pepper 1 large handful pine nuts 2 large handfuls fresh white breadcrumbs 1 free-range egg , beaten 1 whole higher-welfare chicken , approximately 1.5kg",not-too-tricky,chicken,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Whole roasted salmon stuffed with lemon and herbs,"1 x 2.5 kg whole salmon , scaled, gutted, from sustainable sources 1.5 kg re-skinned potatoes 1 bulb of fennel olive oil ½ a bunch of fresh dill ½ a bunch of fresh flat-leaf parsley ½ a bunch of fresh tarragon 1 lemons extra virgin olive oil",not-too-tricky,fish,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Roast chicken with couscous,"1.6 kg higher-welfare chicken 1 lemon , halved 2 red onions , peeled and cut into quarters 2 carrots , peeled and cut into chunks a few sprigs fresh mint , leaves picked and chopped olive oil 1 heaped teaspoon ground cumin 200 g jarred roasted red peppers , drained and roughly chopped 1 teaspoon smoked paprika 1 tablespoon ground coriander 250 g couscous extra virgin olive oil",not-too-tricky,chicken,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Lentil & bacon soup,"2 red onions 2 carrots 3 sticks celery 2 cloves garlic 6 rashers of smoked streaky bacon olive oil ½ a dried chilli ½ teaspoon dried thyme 200 g dried lentils , (a mixture of green and red is nice) 1 vegetable stock cube , optional 1 x 400 g tin of cannellini beans a few sprigs fresh flat-leaf parsley extra virgin olive oil",not-too-tricky,pork,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Creamy mushroom soup,600 g mixed mushrooms 1 onion 2 sticks of celery 3 cloves of garlic a few sprigs of fresh flat-leaf parsley a few sprigs of fresh thyme olive oil 1.5 litres organic chicken or vegetable stock 75 ml single cream 6 slices of ciabatta extra virgin olive oil,not-too-tricky,soup,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Sweetcorn and mussel chowder,"olive oil 2 rashers higher-welfare bacon , chopped 1 small white onion , finely chopped 2 sticks celery , finely chopped 1 fresh red chilli , deseeded and finely chopped 4 ears sweetcorn 2 medium potatoes , peeled and chopped 900 ml organic vegetable or fish stock , hot 1 handful fresh, live mussels , from sustainable sources, ask your fishmonger, cleaned and drained 4 tablespoons single cream 1 small handful chopped fresh parsley",not-too-tricky,seafood,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Simple baked salmon with dill yoghurt,"3 kg whole salmon , from sustainable sources, ask your fishmonger, scaled, filleted and pin-boned, or use 2x1.2kg sides of salmon fillet 8 sprigs fresh rosemary extra virgin olive oil For the dill yoghurt 500 g fat free natural yoghurt 1 bunch fresh dill , chopped 1 lemon , juice and zest of",not-too-tricky,fish,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Quick salmon and potato al forno,"600 g waxy new potatoes 1 large bulb fennel sea salt freshly ground black pepper 1 bunch fresh flat-leaf parsley , leaves picked and finely chopped 2 cloves garlic , peeled and finely chopped or grated 15 g butter , cut into small pieces olive oil 4 x 120 g salmon fillets , from sustainable sources, ask your fishmonger, scaled and pin-boned a few sprigs fresh mint , leaves picked and finely chopped 1 small handful Parmesan cheese , grated 1 lemon , zest of",not-too-tricky,fish,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
"Gorgeous dinner of porchetta stuffed with wild mushrooms, celeriac mash and gravy","For the stuffed porchetta 1 large handful mixed wild mushrooms (such as shiitake, field mushrooms and oyster) olive oil 1 small bunch fresh thyme , leaves picked 2 bulbs garlic , cloves of 1 bulb peeled and finely sliced 1 knob butter 2 lemons , zest of sea salt freshly ground black pepper a few slices stale bread , roughly torn 3 kg higher-welfare pork loin , boned, skin off, belly on 2 tablespoons fennel seeds 2 sticks celery , washed and roughly chopped 2 carrots , washed and roughly chopped 1 onion , peeled and roughly chopped 1 small wineglass cider 1 tablespoon flour 565 ml organic chicken or vegetable stock For the mash 1 kg celeriac 500 g potatoes 1 knob butter 150 ml milk",not-too-tricky,pork,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Fish in a bag,"1 free-range egg 100 g potatoes ½ a bulb of fennel ½ a lemon 5 ripe cherry tomatoes 1 handful of black olives (stone in) 1 x 120 g firm white fish fillet, such as sea bass, haddock, halibut, skin off, pin-boned , from sustainable sources, ask your fishmonger, skinned and pinboned olive oil 1 splash of white wine",not-too-tricky,fish,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Roast chicken with all the trimmings,"freshly ground black pepper 1 large higher-welfare chicken olive oil 1 bulb garlic , cut in half horizontally 1.5 kg root vegetables (potatoes, carrots, sweet potatoes, parsnips) , peeled 24 rashers higher-welfare streaky bacon 24 higher-welfare chipolatas extra virgin olive oil 1 lemon 100 g butter , softened 1 small bunch fresh thyme sea salt",not-too-tricky,chicken,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
"Old-school venison pie with juniper, rosemary and bay","olive oil 3 medium red onions 3 cloves of garlic 2 carrots 2 sticks of celery 1 knob of butter 4 field mushrooms 1 kg quality stewing venison a few sprigs of fresh rosemary 5-6 juniper berries a few fresh bay leaves a few sprigs of fresh thyme 500 ml ale , preferably Scottish 1 heaped tablespoon plain flour , plus extra for dusting 350 g ready-made all-butter puff pastry 1 large free-range egg",not-too-tricky,game,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Mixed fish grill with lemon couscous,"4 lemons 1 large red onion , or 2 small red onions, peeled and halved 1 clove garlic , peeled 1 large bunch fresh flat-leaf parsley , stalks reserved 300 g couscous extra virgin olive oil 600 ml organic vegetable stock , hot sea salt freshly ground black pepper 2 sea bass fillets , from sustainable sources, ask your fishmonger, skin on and pinboned 4 red mullet fillets , from sustainable sources, ask your fishmonger, skin on and pinboned 1 bunch fresh mint , leaves picked 12 large raw king prawns , from sustainable sources, ask your fishmonger, shelled and deveined 1 large handful clams , from sustainable sources, ask your fishmonger, cleaned 1 large handful mussels , from sustainable sources, ask your fishmonger, cleaned 1 pinch cinnamon 400 g tinned plum tomatoes 1 jar roasted red peppers , drained",not-too-tricky,fish,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Little sole goujons with a quick lemon and caper sauce,"800 g potatoes , peeled and cut into chunks sea salt freshly ground black pepper 400 g Dover sole fillets , from sustainable sources, ask your fishmonger, skinned 1 free-range egg 4 tablespoons plain flour 80 ml milk 40 g butter 600 g spinach , washed and spun dry 1 whole nutmeg 1 bunch fresh flat-leaf parsley , leaves picked 1 small handful baby capers 1 lemon , to serve",not-too-tricky,fish,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Aubergine lasagne,3 aubergines 3 cloves of garlic a few sprigs of fresh thyme 6 tablespoons olive oil 1 dried red chilli 2 x 400 g tins of quality plum tomatoes 1 tablespoon balsamic vinegar 1 bunch of fresh basil 150 g Cheddar cheese 70 g Parmesan cheese 250 g fresh lasagne sheets extra virgin olive oil,not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Beautiful sorrel risotto,"2 litres organic vegetable or chicken stock olive oil 1 large onion , peeled and finely chopped 3 sticks celery , trimmed and finely chopped 600 g risotto rice 250 ml vermouth or dry white wine 1 goat's cheese , approximately 100g 1 teaspoon fennel seeds 1 dried red chilli 2 tablespoons butter 1 clove garlic , peeled and chopped 1 whole nutmeg 300 g sorrel , washed and dried sea salt freshly ground black pepper 1-2 handfuls Parmesan cheese , freshly grated, plus extra for serving ½ lemon extra virgin olive oil",not-too-tricky,rice,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Home-cured beetroot gravadlax,"For the beetroot cure 2 large fresh beetroots , peeled and quartered 1 orange , zest of 2 lemons , zest of 2 juniper berries , bashed 6 tablespoons rock salt 2 tablespoons demerara sugar 50 ml gin 800 g side of salmon , from sustainable sources, ask your fishmonger For the herb cure 1 small bunch fresh dill , finely chopped 1 small bunch fresh tarragon , leaves picked and finely chopped 4 tablespoons freshly grated horseradish 50 ml gin To serve 1 loaf brown bread a few handfuls watercress , washed and spun dry 1 lemon , cut into wedges",not-too-tricky,fish,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Spanish fish and chorizo soup,"For the soup olive oil 2 cloves garlic , peeled and sliced 2 fresh red chillies , deseeded and finely sliced 1 bunch fresh basil , leaves picked and stalks finely chopped 1 iberico sausage , around 200g, sliced ½ bottle white wine 2 x 400 g tinned plum tomatoes 1 handful basmati rice 400 g tinned chickpeas , drained sea salt freshly ground black pepper 2 bream fillets , from sustainable sources, ask your fishmonger, skinned and pin-boned 2 pollock fillets , from sustainable sources, ask your fishmonger, skinned and pin-boned 12 raw prawns , from sustainable sources, ask your fishmonger, peeled, tails left on 2 lemons , cut into wedges For the pangrattato 2 handfuls breadcrumbs 1 bunch fresh flat-leaf parsley , roughly chopped 1 lemon , zest of",not-too-tricky,fish,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Wonderful wild garlic & sausage fusilli,"2 heaped teaspoons fennel seeds 2 dried red chillies , crumbled olive oil 4 higher-welfare coarse Italian or Cumberland sausages 4 handfuls wild garlic leaves , washed, or 4 cloves of garlic, peeled, plus 4 handfuls of spinach leaves, washed 320 g fusilli 1 lemon sea salt freshly ground black pepper 1 small handful Parmesan cheese , freshly grated, plus extra for serving",not-too-tricky,pasta,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Tagliatelle with asparagus and tomato,"olive oil 2 cloves garlic , peeled and sliced 1 small bunch basil , leaves and stalks finely chopped 2 x 400 g tinned plum tomatoes sea salt freshly ground black pepper 1 bunch asparagus 500 g fresh tagliatelle extra virgin olive oil , to serve Parmesan cheese , to serve",not-too-tricky,pasta,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
