UserId,DishId,ReviewScore
1,499,2.86
1,500,4.16
1,501,2.86
1,502,2.86
1,503,2.86
1,504,2.86
1,505,2.86
1,506,4.72
1,508,2.86
1,509,4.46
1,510,2.86
1,511,2.86
1,512,2.86
1,513,2.86
1,514,4.27
1,515,2.86
1,517,2.86
1,518,2.86
1,519,2.86
1,520,2.86
1,521,1.01
1,522,2.86
1,524,2.86
1,525,2.86
1,526,4.96
1,528,2.86
1,529,4.08
1,530,2.86
1,531,2.86
1,532,2.86
1,533,2.86
1,534,2.86
1,535,4.42
1,536,2.86
1,537,2.86
1,538,2.86
1,539,2.86
1,541,2.86
1,542,2.86
1,543,2.86
1,544,2.86
1,545,2.86
1,547,4.99
1,548,1.87
1,549,2.86
1,550,2.86
1,551,2.86
1,552,1.4
1,553,2.86
1,554,4.93
1,555,1.44
1,556,4.28
1,557,4.1
1,558,2.86
1,560,4.84
1,561,2.86
1,563,2.86
1,564,2.86
1,565,2.86
1,567,4.99
1,569,2.86
1,570,4.8
1,571,2.86
1,572,4.03
1,573,2.86
1,574,2.86
1,575,4.75
1,577,4.17
1,579,2.86
1,580,4.37
1,582,2.86
1,583,4.02
1,586,1.83
1,587,2.86
1,588,2.86
1,590,2.86
1,594,2.86
1,595,2.86
1,596,2.86
1,597,2.86
1,598,2.86
1,599,4.76
1,600,2.86
1,603,4.76
1,605,2.86
1,607,2.86
1,608,2.86
1,610,1.02
1,611,2.86
1,612,2.86
1,613,2.86
1,614,2.86
1,615,2.86
1,616,2.86
1,618,2.86
1,619,4.14
1,620,2.86
1,621,2.86
1,622,4.6
1,623,2.86
1,624,4.33
1,625,4.31
1,626,4.94
1,628,2.86
1,629,4.72
1,630,2.86
1,631,4.08
1,632,2.86
1,634,1.31
1,635,2.86
1,636,2.86
1,637,2.86
1,638,2.86
1,639,4.78
1,641,2.86
1,642,2.86
1,643,2.86
1,645,2.86
1,646,2.86
1,647,2.86
1,648,2.86
1,649,2.86
1,650,2.86
1,651,1.79
1,652,2.86
1,656,4.57
1,657,2.86
1,658,2.86
1,659,4.24
1,660,2.86
1,661,2.86
1,662,1.99
1,663,2.86
1,664,2.86
1,665,1.14
1,666,2.86
1,667,2.86
1,668,2.86
1,670,1.48
1,671,4.7
1,672,2.86
1,674,2.86
1,675,2.86
1,678,2.86
1,679,2.86
1,681,2.86
1,682,2.86
1,684,2.86
1,685,2.86
1,687,2.86
1,688,2.86
1,689,2.86
1,690,2.86
1,691,2.86
1,692,2.86
1,694,2.86
1,695,4.47
1,696,2.86
1,697,2.86
1,698,2.86
1,699,2.86
1,700,4.77
1,701,2.86
1,702,4.45
1,703,2.86
1,705,2.86
1,706,2.86
1,707,2.86
1,708,4.02
1,709,2.86
1,710,2.86
1,711,2.86
1,712,2.86
1,713,2.86
1,714,2.86
1,715,2.86
1,716,2.86
1,717,2.86
1,718,2.86
1,719,4.45
1,720,2.86
1,721,2.86
1,722,2.86
1,723,4.07
1,724,2.86
1,725,2.86
1,726,2.86
1,729,2.86
1,731,4.77
1,732,2.86
1,733,1.9
1,734,4.64
1,735,4.03
1,736,4.6
1,737,4.16
1,738,2.86
1,740,2.86
1,741,2.86
1,742,2.86
1,743,4.63
1,744,2.86
1,745,4.7
1,747,2.86
1,748,2.86
1,749,2.86
1,750,4.13
1,751,2.86
1,752,1.44
1,753,1.46
1,754,1.9
1,755,2.86
1,756,2.86
1,758,2.86
1,759,2.86
1,760,2.86
1,761,2.86
1,762,2.86
1,763,4.63
1,770,4.4
1,771,2.86
1,773,2.86
1,774,2.86
1,775,2.86
1,777,2.86
1,778,2.86
1,779,2.86
1,780,2.86
1,781,2.86
1,782,1.56
1,783,2.86
1,784,2.86
1,785,1.05
1,786,2.86
1,787,2.86
1,788,4.3
1,789,2.86
1,790,2.86
1,791,2.86
1,792,2.86
1,793,2.86
1,794,4.36
1,795,2.86
1,796,2.86
1,797,2.86
1,798,2.86
1,800,4.0
1,801,2.86
1,802,4.98
1,803,2.86
1,804,4.78
1,805,2.86
1,806,2.86
1,807,2.86
1,808,1.76
1,809,4.44
1,810,2.86
1,811,2.86
1,812,2.86
1,815,2.86
1,816,4.61
1,817,2.86
1,818,2.86
1,820,2.86
1,821,2.86
1,822,2.86
1,824,4.54
1,825,4.56
1,827,2.86
1,828,2.86
1,829,2.86
1,831,4.6
1,832,2.86
1,833,2.86
1,834,2.86
1,835,4.65
1,836,2.86
1,837,2.86
1,838,2.86
1,839,2.86
1,841,2.86
1,842,2.86
1,843,1.49
1,844,4.08
1,845,2.86
1,846,2.86
1,847,2.86
1,848,4.02
1,849,4.6
1,850,4.58
1,851,2.86
1,852,2.86
1,853,1.21
1,854,2.86
1,855,2.86
1,856,2.86
1,857,2.86
1,858,2.86
1,859,2.86
1,860,2.86
1,861,2.86
1,862,4.19
1,863,4.43
1,864,4.43
1,865,4.57
1,866,4.02
1,867,4.9
1,868,1.23
1,869,1.92
1,871,4.67
1,872,1.1
1,873,4.02
1,874,2.86
1,875,2.86
1,880,2.86
1,881,2.86
1,882,2.86
1,883,4.66
1,885,2.86
1,887,4.87
1,888,2.86
1,889,2.86
1,890,2.86
1,891,2.86
1,892,4.52
1,893,2.86
1,894,4.06
1,895,2.86
2,2,4.53
2,3,2.86
2,4,2.86
2,6,4.32
2,9,2.86
2,10,2.86
2,12,4.97
2,14,4.71
2,16,2.86
2,18,4.38
2,19,4.56
2,20,4.94
2,25,2.86
2,29,4.1
2,32,4.16
2,34,2.86
2,36,4.03
2,37,4.06
2,39,2.86
2,40,2.86
2,41,2.86
2,43,2.86
2,46,4.66
2,47,4.43
2,48,4.44
2,49,4.83
2,52,1.34
2,55,2.86
2,56,2.86
2,57,4.43
2,58,4.81
2,59,2.86
2,60,2.86
2,61,2.86
2,63,2.86
2,64,2.86
2,65,2.86
2,66,4.55
2,67,2.86
2,68,2.86
2,69,2.86
2,70,2.86
2,71,2.86
2,72,4.26
2,73,2.86
2,75,2.86
2,76,4.9
2,77,1.48
2,79,2.86
2,80,2.86
2,81,2.86
2,82,2.86
2,84,4.67
2,85,2.86
2,86,4.02
2,87,2.86
2,88,2.86
2,89,2.86
2,90,2.86
2,91,4.94
2,92,2.86
2,93,1.55
2,94,2.86
2,95,2.86
2,96,4.09
2,97,2.86
2,98,2.86
2,99,4.26
2,100,2.86
2,101,4.45
2,102,4.68
2,103,2.86
2,106,2.86
2,107,2.86
2,111,2.86
2,112,2.86
2,114,2.86
2,115,4.31
2,116,2.86
2,117,4.1
2,118,2.86
2,119,2.86
2,120,2.86
2,122,2.86
2,123,2.86
2,124,2.86
2,125,2.86
2,126,2.86
2,127,4.63
2,128,2.86
2,130,2.86
2,131,2.86
2,132,1.43
2,133,4.31
2,134,4.16
2,136,4.38
2,137,2.86
2,138,1.64
2,140,2.86
2,141,4.05
2,142,2.86
2,144,2.86
2,145,2.86
2,146,2.86
2,147,2.86
2,148,2.86
2,149,2.86
2,150,2.86
2,151,4.09
2,152,4.09
2,153,2.86
2,154,2.86
2,156,4.82
2,157,2.86
2,158,2.86
2,159,4.86
2,160,2.86
2,162,4.08
2,163,4.44
2,164,4.03
2,165,2.86
2,166,4.75
2,167,2.86
2,168,4.43
2,169,2.86
2,170,2.86
2,171,4.57
2,172,1.77
2,173,2.86
2,174,2.86
2,175,2.86
2,177,2.86
2,178,4.79
2,180,2.86
2,182,1.22
2,183,2.86
2,186,4.27
2,187,4.93
2,188,2.86
2,189,2.86
2,190,4.89
2,191,2.86
2,192,2.86
2,194,2.86
2,195,2.86
2,197,2.86
2,198,2.86
2,199,2.86
2,200,1.97
2,201,4.17
2,202,4.49
2,203,1.74
2,204,1.01
2,205,1.22
2,206,2.86
2,207,2.86
2,208,2.86
2,209,4.94
2,210,2.86
2,211,2.86
2,212,2.86
2,213,1.66
2,214,2.86
2,215,2.86
2,216,2.86
2,217,2.86
2,219,2.86
2,220,2.86
2,221,2.86
2,222,4.37
2,223,2.86
2,224,2.86
2,225,2.86
2,226,2.86
2,227,2.86
2,228,2.86
2,229,2.86
2,230,4.34
2,231,2.86
2,233,2.86
2,234,4.5
2,235,4.22
2,236,2.86
2,237,2.86
2,240,2.86
2,241,2.86
2,242,2.86
2,244,1.81
2,245,1.99
2,246,2.86
2,247,2.86
2,251,4.98
2,252,2.86
2,254,4.87
2,255,1.15
2,256,2.86
2,257,4.35
2,258,2.86
2,259,4.27
2,260,1.06
2,261,2.86
2,262,2.86
2,263,2.86
2,264,2.86
2,265,2.86
2,267,2.86
2,270,2.86
2,271,1.18
2,273,2.86
2,274,1.63
2,275,2.86
2,277,2.86
2,278,4.88
2,279,2.86
2,280,2.86
2,281,4.56
2,283,4.83
2,284,1.62
2,285,1.04
2,287,2.86
2,288,2.86
2,289,2.86
2,290,2.86
2,291,2.86
2,292,2.86
2,294,2.86
2,298,4.57
2,299,2.86
2,300,1.78
2,301,2.86
2,302,4.44
2,303,2.86
2,304,2.86
2,305,2.86
2,306,2.86
2,307,4.51
2,308,4.01
2,309,2.86
2,311,2.86
2,314,2.86
2,315,4.73
2,316,2.86
2,318,4.79
2,319,4.71
2,320,2.86
2,321,2.86
2,323,2.86
2,324,4.56
2,325,4.62
2,326,4.9
2,328,4.57
2,329,4.82
2,330,2.86
2,331,2.86
2,332,4.01
2,333,1.07
2,334,2.86
2,335,4.97
2,337,2.86
2,338,2.86
2,339,2.86
2,340,1.23
2,341,2.86
2,346,1.53
2,347,2.86
2,348,2.86
2,349,4.12
2,350,2.86
2,351,2.86
2,352,4.89
2,353,4.22
2,355,2.86
2,358,4.55
2,359,2.86
2,365,2.86
2,366,2.86
2,367,4.23
2,370,1.48
2,371,2.86
2,372,1.71
2,373,2.86
2,374,1.32
2,375,4.01
2,376,1.33
2,377,2.86
2,378,4.18
2,379,2.86
2,381,4.8
2,382,2.86
2,383,2.86
2,384,2.86
2,385,4.23
2,387,2.86
2,388,2.86
2,389,2.86
2,390,2.86
2,391,2.86
2,392,2.86
2,393,2.86
2,394,2.86
2,396,4.87
2,397,4.98
2,398,4.5
2,399,4.88
2,400,2.86
2,401,4.08
2,402,2.86
2,403,4.47
2,404,2.86
2,406,2.86
2,407,2.86
2,408,2.86
2,409,4.38
2,410,2.86
2,411,2.86
2,412,4.43
2,413,4.85
2,414,2.86
2,415,2.86
2,416,2.86
2,417,1.42
2,418,4.13
2,419,4.87
2,420,2.86
2,421,4.62
2,422,4.75
2,423,2.86
2,424,2.86
2,426,2.86
2,427,2.86
2,428,2.86
2,430,2.86
2,431,2.86
2,432,2.86
2,433,2.86
2,434,2.86
2,435,2.86
2,436,2.86
2,437,2.86
2,438,4.89
2,439,2.86
2,440,2.86
2,441,2.86
2,442,2.86
2,443,2.86
2,444,2.86
2,445,2.86
2,446,2.86
2,447,1.99
2,448,4.38
2,449,2.86
2,450,2.86
2,451,1.53
2,452,1.08
2,453,2.86
2,454,2.86
2,455,4.34
2,456,2.86
2,458,1.79
2,459,2.86
2,460,2.86
2,461,2.86
2,463,2.86
2,464,2.86
2,466,2.86
2,467,2.86
2,468,2.86
2,470,2.86
2,471,4.88
2,472,4.68
2,473,1.27
2,474,2.86
2,475,2.86
2,476,2.86
2,477,4.51
2,478,4.96
2,479,2.86
2,480,2.86
2,481,2.86
2,482,2.86
2,483,1.09
2,484,2.86
2,485,2.86
2,488,2.86
2,489,2.86
2,490,4.64
2,491,2.86
2,492,2.86
2,493,2.86
2,494,4.75
2,495,2.86
2,496,4.04
2,497,2.86
2,498,2.86
2,499,2.86
2,500,2.86
2,501,4.31
2,502,2.86
2,503,2.86
2,504,1.32
2,505,4.69
2,506,2.86
2,508,2.86
2,509,2.86
2,510,2.86
2,511,1.77
2,512,4.18
2,513,1.1
2,514,2.86
2,515,4.24
2,517,2.86
2,518,4.59
2,519,2.86
2,520,4.47
2,521,2.86
2,522,4.61
2,524,4.16
2,525,2.86
2,526,2.86
2,528,4.01
2,529,2.86
2,530,2.86
2,531,2.86
2,532,4.21
2,533,2.86
2,534,2.86
2,535,2.86
2,536,2.86
2,537,2.86
2,538,2.86
2,539,4.78
2,541,4.39
2,542,1.17
2,543,2.86
2,544,1.21
2,545,4.19
2,547,2.86
2,548,2.86
2,549,1.92
2,550,2.86
2,551,1.32
2,552,2.86
2,553,2.86
2,554,2.86
2,555,2.86
2,556,2.86
2,557,2.86
2,558,2.86
2,560,2.86
2,561,4.73
2,563,1.63
2,564,4.03
2,565,1.08
2,567,2.86
2,569,4.07
2,570,2.86
2,571,4.02
2,572,2.86
2,573,2.86
2,574,1.29
2,575,2.86
2,577,2.86
2,579,1.14
2,580,2.86
2,582,4.33
2,583,2.86
2,586,2.86
2,587,4.46
2,588,1.12
2,590,4.76
2,594,2.86
2,595,4.9
2,596,1.11
2,597,2.86
2,598,4.28
2,599,2.86
2,600,2.86
2,603,2.86
2,605,1.02
2,607,2.86
2,608,4.99
2,610,2.86
2,611,4.54
2,612,1.36
2,613,2.86
2,614,2.86
2,615,4.41
2,616,1.48
2,618,2.86
2,619,2.86
2,620,2.86
2,621,4.34
2,622,2.86
2,623,4.02
2,624,2.86
2,625,2.86
2,626,2.86
2,628,2.86
2,629,2.86
2,630,4.08
2,631,2.86
2,632,1.04
2,634,2.86
2,635,4.38
2,636,4.49
2,637,1.47
2,638,4.8
2,639,2.86
2,641,4.07
2,642,4.74
2,643,2.86
2,645,4.35
2,646,4.68
2,647,4.73
2,648,4.63
2,649,4.0
2,650,4.05
2,651,2.86
2,652,2.86
2,656,2.86
2,657,4.44
2,658,2.86
2,659,2.86
2,660,2.86
2,661,4.88
2,662,2.86
2,663,1.02
2,664,4.49
2,665,2.86
2,666,1.16
2,667,1.97
2,668,4.62
2,670,2.86
2,671,2.86
2,672,2.86
2,674,2.86
2,675,2.86
2,678,2.86
2,679,1.08
2,681,2.86
2,682,4.34
2,684,4.91
2,685,4.91
2,687,1.67
2,688,4.01
2,689,2.86
2,690,1.88
2,691,4.08
2,692,4.07
2,694,1.39
2,695,2.86
2,696,4.24
2,697,4.85
2,698,4.14
2,699,4.67
2,700,2.86
2,701,4.6
2,702,2.86
2,703,2.86
2,705,2.86
2,706,2.86
2,707,2.86
2,708,2.86
2,709,4.17
2,710,4.95
2,711,1.75
2,712,1.97
2,713,1.0
2,714,2.86
2,715,4.77
2,716,4.04
2,717,1.65
2,718,2.86
2,719,2.86
2,720,4.2
2,721,2.86
2,722,4.89
2,723,2.86
2,724,1.15
2,725,4.65
2,726,4.96
2,729,4.88
2,731,2.86
2,732,1.81
2,733,2.86
2,734,2.86
2,735,2.86
2,736,2.86
2,737,2.86
2,738,1.89
2,740,4.41
2,741,2.86
2,742,2.86
2,743,2.86
2,744,2.86
2,745,2.86
2,747,4.52
2,748,4.6
2,749,4.63
2,750,2.86
2,751,4.86
2,752,2.86
2,753,2.86
2,754,2.86
2,755,4.97
2,756,4.87
2,758,2.86
2,759,1.9
2,760,1.12
2,761,1.13
2,762,1.57
2,763,2.86
2,770,2.86
2,771,4.53
2,773,4.16
2,774,2.86
2,775,4.5
2,777,4.21
2,778,4.94
2,779,4.59
2,780,4.39
2,781,1.33
2,782,2.86
2,783,1.68
2,784,2.86
2,785,2.86
2,786,2.86
2,787,2.86
2,788,2.86
2,789,2.86
2,790,4.13
2,791,4.04
2,792,4.29
2,793,4.05
2,794,2.86
2,795,4.93
2,796,4.15
2,797,2.86
2,798,2.86
2,800,2.86
2,801,1.57
2,802,2.86
2,803,2.86
2,804,2.86
2,805,2.86
2,806,4.95
2,807,4.62
2,808,2.86
2,809,2.86
2,810,4.99
2,811,2.86
2,812,4.26
2,815,2.86
2,816,2.86
2,817,4.84
2,818,1.75
2,820,4.97
2,821,1.13
2,822,1.85
2,824,2.86
2,825,2.86
2,827,4.23
2,828,4.56
2,829,1.07
2,831,2.86
2,832,4.01
2,833,4.12
2,834,4.34
2,835,2.86
2,836,4.02
2,837,2.86
2,838,2.86
2,839,5.0
2,841,4.93
2,842,4.48
2,843,2.86
2,844,2.86
2,845,2.86
2,846,4.7
2,847,4.19
2,848,2.86
2,849,2.86
2,850,2.86
2,851,4.06
2,852,4.53
2,853,2.86
2,854,4.85
2,855,4.65
2,856,1.42
2,857,1.17
2,858,1.18
2,859,1.29
2,860,2.86
2,861,2.86
2,862,2.86
2,863,2.86
2,864,2.86
2,865,2.86
2,866,2.86
2,867,2.86
2,868,2.86
2,869,2.86
2,871,2.86
2,872,2.86
2,873,2.86
2,874,4.95
2,875,2.86
2,880,2.86
2,881,4.12
2,882,4.66
2,883,2.86
2,885,4.18
2,887,2.86
2,888,4.61
2,889,1.18
2,890,4.43
2,891,2.86
2,892,2.86
2,893,2.86
2,894,2.86
2,895,2.86
3,2,4.34
3,3,1.57
3,4,1.74
3,6,4.06
3,9,2.86
3,10,2.86
3,12,4.46
3,14,5.0
3,16,2.86
3,18,4.53
3,19,4.96
3,20,4.74
3,25,1.43
3,29,4.91
3,32,4.24
3,34,1.65
3,36,4.2
3,37,4.3
3,39,2.86
3,40,2.86
3,41,1.05
3,43,1.8
3,46,4.34
3,47,4.81
3,48,4.56
3,49,4.89
3,52,2.86
3,55,2.86
3,56,2.86
3,57,4.62
3,58,4.34
3,59,2.86
3,60,2.86
3,61,1.56
3,63,2.86
3,64,2.86
3,65,1.57
3,66,4.33
3,67,2.86
3,68,1.21
3,69,2.86
3,70,2.86
3,71,1.37
3,72,4.79
3,73,2.86
3,75,1.91
3,76,4.29
3,77,2.86
3,79,1.19
3,80,1.77
3,81,1.83
3,82,2.86
3,84,4.26
3,85,2.86
3,86,4.94
3,87,1.26
3,88,1.24
3,89,2.86
3,90,1.48
3,91,4.76
3,92,2.86
3,93,2.86
3,94,2.86
3,95,1.26
3,96,4.63
3,97,1.07
3,98,2.86
3,99,4.2
3,100,2.86
3,101,4.63
3,102,4.6
3,103,1.26
3,106,2.86
3,107,1.5
3,111,2.86
3,112,1.95
3,114,2.86
3,115,4.26
3,116,2.86
3,117,4.6
3,118,2.86
3,119,1.59
3,120,2.86
3,122,2.86
3,123,2.86
3,124,2.86
3,125,2.86
3,126,2.86
3,127,4.09
3,128,2.86
3,130,1.57
3,131,2.86
3,132,2.86
3,133,4.62
3,134,4.99
3,136,4.55
3,137,2.86
3,138,2.86
3,140,2.86
3,141,4.74
3,142,2.86
3,144,2.86
3,145,1.04
3,146,2.86
3,147,2.86
3,148,2.86
3,149,2.86
3,150,2.86
3,151,4.28
3,152,4.31
3,153,2.86
3,154,2.86
3,156,4.99
3,157,2.86
3,158,2.86
3,159,4.33
3,160,1.4
3,162,4.91
3,163,4.81
3,164,4.1
3,165,1.57
3,166,4.79
3,167,2.86
3,168,4.37
3,169,2.86
3,170,2.86
3,171,4.04
3,172,2.86
3,173,2.86
3,174,2.86
3,175,2.86
3,177,2.86
3,178,4.97
3,180,2.86
3,182,2.86
3,183,2.86
3,186,4.92
3,187,4.1
3,188,2.86
3,189,2.86
3,190,4.89
3,191,2.86
3,192,2.86
3,194,2.86
3,195,1.77
3,197,2.86
3,198,2.86
3,199,1.83
3,200,2.86
3,201,4.69
3,202,4.86
3,203,2.86
3,204,2.86
3,205,2.86
3,206,2.86
3,207,2.86
3,208,2.86
3,209,4.5
3,210,2.86
3,211,1.65
3,212,2.86
3,213,2.86
3,214,1.16
3,215,2.86
3,216,2.86
3,217,1.34
3,219,2.86
3,220,2.86
3,221,2.86
3,222,4.75
3,223,2.86
3,224,1.9
3,225,2.86
3,226,2.86
3,227,2.86
3,228,2.86
3,229,2.86
3,230,4.89
3,231,2.86
3,233,1.35
3,234,4.9
3,235,4.66
3,236,2.86
3,237,2.86
3,240,2.86
3,241,2.86
3,242,2.86
3,244,2.86
3,245,2.86
3,246,2.86
3,247,1.22
3,251,4.26
3,252,2.86
3,254,4.53
3,255,2.86
3,256,2.86
3,257,4.61
3,258,2.86
3,259,4.52
3,260,2.86
3,261,2.86
3,262,2.86
3,263,2.86
3,264,2.86
3,265,1.75
3,267,2.86
3,270,1.77
3,271,2.86
3,273,2.86
3,274,2.86
3,275,1.96
3,277,2.86
3,278,4.55
3,279,2.86
3,280,2.86
3,281,4.4
3,283,4.79
3,284,2.86
3,285,2.86
3,287,2.86
3,288,1.66
3,289,2.86
3,290,2.86
3,291,2.86
3,292,1.72
3,294,2.86
3,298,4.26
3,299,2.86
3,300,2.86
3,301,2.86
3,302,4.23
3,303,2.86
3,304,2.86
3,305,1.23
3,306,1.49
3,307,4.47
3,308,4.96
3,309,2.86
3,311,2.86
3,314,2.86
3,315,4.56
3,316,2.86
3,318,4.56
3,319,4.09
3,320,2.86
3,321,2.86
3,323,2.86
3,324,4.44
3,325,4.62
3,326,4.3
3,328,4.57
3,329,4.2
3,330,2.86
3,331,2.86
3,332,4.5
3,333,2.86
3,334,2.86
3,335,4.34
3,337,2.86
3,338,2.86
3,339,2.86
3,340,2.86
3,341,1.92
3,346,2.86
3,347,1.52
3,348,2.86
3,349,4.29
3,350,2.86
3,351,2.86
3,352,4.64
3,353,4.49
3,355,2.86
3,358,4.67
3,359,2.86
3,365,2.86
3,366,2.86
3,367,4.62
3,370,2.86
3,371,2.86
3,372,2.86
3,373,2.86
3,374,2.86
3,375,4.04
3,376,2.86
3,377,2.86
3,378,4.51
3,379,1.0
3,381,4.02
3,382,2.86
3,383,1.49
3,384,2.86
3,385,4.73
3,387,1.76
3,388,1.99
3,389,2.86
3,390,2.86
3,391,1.41
3,392,1.09
3,393,2.86
3,394,2.0
3,396,4.36
3,397,4.85
3,398,4.84
3,399,4.28
