Name,Ingredients,Level,FoodType,ImageSrc
Jacket spuds & homemade beans,"4 large Maris Piper potatoes olive oil 1 red pepper 1 bunch of spring onions 1 head of broccoli , (375g) 1 heaped teaspoon smoked paprika 2 x 400 g tins of cannellini beans 1 x 400 g tin of plum tomatoes 80 g Cheddar cheese 1 x 80 g bag of watercress, spinach & rocket extra virgin olive oil , optional 4 large Maris Piper potatoes olive oil 1 red pepper 1 bunch of spring onions 1 head of broccoli , (375g) 1 heaped teaspoon smoked paprika 2 x 400 g tins of cannellini beans 1 x 400 g tin of plum tomatoes 80 g Cheddar cheese 1 x 80 g bag of watercress, spinach & rocket extra virgin olive oil , optional 4 large Maris Piper potatoes olive oil 1 red pepper 1 bunch of spring onions 1 head of broccoli , (375g) 1 heaped teaspoon smoked paprika 2 x 400 g tins of cannellini beans 1 x 400 g tin of plum tomatoes 80 g Cheddar cheese 1 x 80 g bag of watercress, spinach & rocket extra virgin olive oil , optional 4 large Maris Piper potatoes olive oil 1 red pepper 1 bunch of spring onions 1 head of broccoli , (375g) 1 heaped teaspoon smoked paprika 2 x 400 g tins of cannellini beans 1 x 400 g tin of plum tomatoes 80 g Cheddar cheese 1 x 80 g bag of watercress, spinach & rocket extra virgin olive oil , optional",not-too-tricky,vegetable,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Rocket & pistachio pesto pasta,"80 g wild rocket ½ a clove of garlic 50 g shelled unsalted pistachios olive oil 25 g Parmesan cheese , plus extra to serve 1 lemon 320 g asparagus 300 g dried linguine 80 g wild rocket ½ a clove of garlic 50 g shelled unsalted pistachios olive oil 25 g Parmesan cheese , plus extra to serve 1 lemon 320 g asparagus 300 g dried linguine 80 g wild rocket ½ a clove of garlic 50 g shelled unsalted pistachios olive oil 25 g Parmesan cheese , plus extra to serve 1 lemon 320 g asparagus 300 g dried linguine 80 g wild rocket ½ a clove of garlic 50 g shelled unsalted pistachios olive oil 25 g Parmesan cheese , plus extra to serve 1 lemon 320 g asparagus 300 g dried linguine",not-too-tricky,pasta,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
"Potato, pepper & broccoli frittata","600 g Maris Piper potatoes 1 bunch of spring onions 1 head of broccoli , (375g) 1 red pepper 1 teaspoon smoked paprika 8 large eggs 40 g Cheddar cheese 1 x 80 g bag of watercress, spinach & rocket extra virgin olive oil 600 g Maris Piper potatoes 1 bunch of spring onions 1 head of broccoli , (375g) 1 red pepper 1 teaspoon smoked paprika 8 large eggs 40 g Cheddar cheese 1 x 80 g bag of watercress, spinach & rocket extra virgin olive oil 600 g Maris Piper potatoes 1 bunch of spring onions 1 head of broccoli , (375g) 1 red pepper 1 teaspoon smoked paprika 8 large eggs 40 g Cheddar cheese 1 x 80 g bag of watercress, spinach & rocket extra virgin olive oil 600 g Maris Piper potatoes 1 bunch of spring onions 1 head of broccoli , (375g) 1 red pepper 1 teaspoon smoked paprika 8 large eggs 40 g Cheddar cheese 1 x 80 g bag of watercress, spinach & rocket extra virgin olive oil",not-too-tricky,vegetable,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Fantastic fish skewers,"olive oil 1 clove of garlic 2 lemons 2 sprigs of fresh rosemary 1 red pepper 4 x 130 g white fish fillets , skin off, pin-boned, from sustainable sources 2 thick slices of wholemeal bread , (200g) 8 rashers of higher-welfare smoked pancetta or smoked streaky bacon 2 x 250 g sachets of cooked puy lentils 2 x 80 g bags of watercress, spinach & rocket 4 tablespoons natural yoghurt olive oil 1 clove of garlic 2 lemons 2 sprigs of fresh rosemary 1 red pepper 4 x 130 g white fish fillets , skin off, pin-boned, from sustainable sources 2 thick slices of wholemeal bread , (200g) 8 rashers of higher-welfare smoked pancetta or smoked streaky bacon 2 x 250 g sachets of cooked puy lentils 2 x 80 g bags of watercress, spinach & rocket 4 tablespoons natural yoghurt olive oil 1 clove of garlic 2 lemons 2 sprigs of fresh rosemary 1 red pepper 4 x 130 g white fish fillets , skin off, pin-boned, from sustainable sources 2 thick slices of wholemeal bread , (200g) 8 rashers of higher-welfare smoked pancetta or smoked streaky bacon 2 x 250 g sachets of cooked puy lentils 2 x 80 g bags of watercress, spinach & rocket 4 tablespoons natural yoghurt olive oil 1 clove of garlic 2 lemons 2 sprigs of fresh rosemary 1 red pepper 4 x 130 g white fish fillets , skin off, pin-boned, from sustainable sources 2 thick slices of wholemeal bread , (200g) 8 rashers of higher-welfare smoked pancetta or smoked streaky bacon 2 x 250 g sachets of cooked puy lentils 2 x 80 g bags of watercress, spinach & rocket 4 tablespoons natural yoghurt",not-too-tricky,fish,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Smoky veg patties,"1 head of broccoli 1 bunch of spring onions 600 g Maris Piper potatoes olive oil 1 red pepper red wine vinegar 1 x 400 g tin of cannellini beans 60 g Cheddar cheese ½ teaspoon smoked paprika 4 large eggs 1 x 80 g bag of watercress, spinach & rocket extra virgin olive oil 1 head of broccoli 1 bunch of spring onions 600 g Maris Piper potatoes olive oil 1 red pepper red wine vinegar 1 x 400 g tin of cannellini beans 60 g Cheddar cheese ½ teaspoon smoked paprika 4 large eggs 1 x 80 g bag of watercress, spinach & rocket extra virgin olive oil 1 head of broccoli 1 bunch of spring onions 600 g Maris Piper potatoes olive oil 1 red pepper red wine vinegar 1 x 400 g tin of cannellini beans 60 g Cheddar cheese ½ teaspoon smoked paprika 4 large eggs 1 x 80 g bag of watercress, spinach & rocket extra virgin olive oil 1 head of broccoli 1 bunch of spring onions 600 g Maris Piper potatoes olive oil 1 red pepper red wine vinegar 1 x 400 g tin of cannellini beans 60 g Cheddar cheese ½ teaspoon smoked paprika 4 large eggs 1 x 80 g bag of watercress, spinach & rocket extra virgin olive oil",not-too-tricky,vegetable,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Lamb & chunky veg steamed pudding,"400 g lamb neck fillet , cut into 5cm dice olive oil 2 leeks 2 carrots 200 g swede 1 teaspoon English mustard 1 teaspoon mint sauce 1 heaped tablespoon plain flour 250 ml red wine 1 litre organic beef stock 350 g self-raising flour 175 g unsalted butter (cold) , plus extra for greasing 400 g lamb neck fillet , cut into 5cm dice olive oil 2 leeks 2 carrots 200 g swede 1 teaspoon English mustard 1 teaspoon mint sauce 1 heaped tablespoon plain flour 250 ml red wine 1 litre organic beef stock 350 g self-raising flour 175 g unsalted butter (cold) , plus extra for greasing 400 g lamb neck fillet , cut into 5cm dice olive oil 2 leeks 2 carrots 200 g swede 1 teaspoon English mustard 1 teaspoon mint sauce 1 heaped tablespoon plain flour 250 ml red wine 1 litre organic beef stock 350 g self-raising flour 175 g unsalted butter (cold) , plus extra for greasing 400 g lamb neck fillet , cut into 5cm dice olive oil 2 leeks 2 carrots 200 g swede 1 teaspoon English mustard 1 teaspoon mint sauce 1 heaped tablespoon plain flour 250 ml red wine 1 litre organic beef stock 350 g self-raising flour 175 g unsalted butter (cold) , plus extra for greasing",not-too-tricky,lamb,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
5-a-day spiced veg stew,"1 sweet potato , (300g) 1 aubergine , (250g) 2 mixed-colour peppers 2 onions olive oil ½ a bunch of fresh coriander , (15g) 30 g sun-dried tomatoes 2 tablespoons Thai curry paste , (choose your favourite) ½ x 400 g tin of light coconut milk 160 g mangetout 2 teaspoons soy or fish sauce 1 lime 2 flatbreads , optional 1 sweet potato , (300g) 1 aubergine , (250g) 2 mixed-colour peppers 2 onions olive oil ½ a bunch of fresh coriander , (15g) 30 g sun-dried tomatoes 2 tablespoons Thai curry paste , (choose your favourite) ½ x 400 g tin of light coconut milk 160 g mangetout 2 teaspoons soy or fish sauce 1 lime 2 flatbreads , optional 1 sweet potato , (300g) 1 aubergine , (250g) 2 mixed-colour peppers 2 onions olive oil ½ a bunch of fresh coriander , (15g) 30 g sun-dried tomatoes 2 tablespoons Thai curry paste , (choose your favourite) ½ x 400 g tin of light coconut milk 160 g mangetout 2 teaspoons soy or fish sauce 1 lime 2 flatbreads , optional 1 sweet potato , (300g) 1 aubergine , (250g) 2 mixed-colour peppers 2 onions olive oil ½ a bunch of fresh coriander , (15g) 30 g sun-dried tomatoes 2 tablespoons Thai curry paste , (choose your favourite) ½ x 400 g tin of light coconut milk 160 g mangetout 2 teaspoons soy or fish sauce 1 lime 2 flatbreads , optional",not-too-tricky,vegetable,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Quick seafood pasta,"300 g dried linguine 250 g squid , gutted, cleaned, from sustainable sources 250 g mussels , scrubbed, debearded, from sustainable sources 250 g cockles or clams , scrubbed, from sustainable sources 4 scallops with roe attached , from sustainable sources 1 clove of garlic 1 bunch of fresh flat-leaf parsley , (30g) 1 lemon 1 fresh red chilli , optional olive oil 1 tablespoon baby capers 1 handful of samphire , optional 1 x 400 g tin of quality plum tomatoes 20 g Parmesan cheese extra virgin olive oil 300 g dried linguine 250 g squid , gutted, cleaned, from sustainable sources 250 g mussels , scrubbed, debearded, from sustainable sources 250 g cockles or clams , scrubbed, from sustainable sources 4 scallops with roe attached , from sustainable sources 1 clove of garlic 1 bunch of fresh flat-leaf parsley , (30g) 1 lemon 1 fresh red chilli , optional olive oil 1 tablespoon baby capers 1 handful of samphire , optional 1 x 400 g tin of quality plum tomatoes 20 g Parmesan cheese extra virgin olive oil 300 g dried linguine 250 g squid , gutted, cleaned, from sustainable sources 250 g mussels , scrubbed, debearded, from sustainable sources 250 g cockles or clams , scrubbed, from sustainable sources 4 scallops with roe attached , from sustainable sources 1 clove of garlic 1 bunch of fresh flat-leaf parsley , (30g) 1 lemon 1 fresh red chilli , optional olive oil 1 tablespoon baby capers 1 handful of samphire , optional 1 x 400 g tin of quality plum tomatoes 20 g Parmesan cheese extra virgin olive oil 300 g dried linguine 250 g squid , gutted, cleaned, from sustainable sources 250 g mussels , scrubbed, debearded, from sustainable sources 250 g cockles or clams , scrubbed, from sustainable sources 4 scallops with roe attached , from sustainable sources 1 clove of garlic 1 bunch of fresh flat-leaf parsley , (30g) 1 lemon 1 fresh red chilli , optional olive oil 1 tablespoon baby capers 1 handful of samphire , optional 1 x 400 g tin of quality plum tomatoes 20 g Parmesan cheese extra virgin olive oil",not-too-tricky,pasta,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
One-pan veggie lasagne,"1 leek 50 g unsalted butter olive oil 500 g asparagus 50 g plain flour 2 teaspoons English mustard 800 ml semi-skimmed milk 300 g fresh or frozen peas 300 g fresh or frozen broad beans ½ a bunch of fresh mint , (15g) 80 g Parmesan cheese , plus extra to serve 80 g mature Cheddar cheese 250 g fresh lasagne sheets 50 g blanched almonds 1 lemon , optional green pesto , optional 1 leek 50 g unsalted butter olive oil 500 g asparagus 50 g plain flour 2 teaspoons English mustard 800 ml semi-skimmed milk 300 g fresh or frozen peas 300 g fresh or frozen broad beans ½ a bunch of fresh mint , (15g) 80 g Parmesan cheese , plus extra to serve 80 g mature Cheddar cheese 250 g fresh lasagne sheets 50 g blanched almonds 1 lemon , optional green pesto , optional 1 leek 50 g unsalted butter olive oil 500 g asparagus 50 g plain flour 2 teaspoons English mustard 800 ml semi-skimmed milk 300 g fresh or frozen peas 300 g fresh or frozen broad beans ½ a bunch of fresh mint , (15g) 80 g Parmesan cheese , plus extra to serve 80 g mature Cheddar cheese 250 g fresh lasagne sheets 50 g blanched almonds 1 lemon , optional green pesto , optional 1 leek 50 g unsalted butter olive oil 500 g asparagus 50 g plain flour 2 teaspoons English mustard 800 ml semi-skimmed milk 300 g fresh or frozen peas 300 g fresh or frozen broad beans ½ a bunch of fresh mint , (15g) 80 g Parmesan cheese , plus extra to serve 80 g mature Cheddar cheese 250 g fresh lasagne sheets 50 g blanched almonds 1 lemon , optional green pesto , optional",not-too-tricky,pasta,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Fish finger tacos,"1.2 kg white fish fillets , skin off, pin-boned, from sustainable sources 100 g plain flour 2 large free-range eggs 2 teaspoons chipotle paste 250 g wholemeal bread olive oil ¼ of a red cabbage , (150g) white wine vinegar 2 corn on the cob 1 lime extra virgin olive oil 4 wholemeal tortillas natural yoghurt or soured cream , to serve 1.2 kg white fish fillets , skin off, pin-boned, from sustainable sources 100 g plain flour 2 large free-range eggs 2 teaspoons chipotle paste 250 g wholemeal bread olive oil ¼ of a red cabbage , (150g) white wine vinegar 2 corn on the cob 1 lime extra virgin olive oil 4 wholemeal tortillas natural yoghurt or soured cream , to serve 1.2 kg white fish fillets , skin off, pin-boned, from sustainable sources 100 g plain flour 2 large free-range eggs 2 teaspoons chipotle paste 250 g wholemeal bread olive oil ¼ of a red cabbage , (150g) white wine vinegar 2 corn on the cob 1 lime extra virgin olive oil 4 wholemeal tortillas natural yoghurt or soured cream , to serve 1.2 kg white fish fillets , skin off, pin-boned, from sustainable sources 100 g plain flour 2 large free-range eggs 2 teaspoons chipotle paste 250 g wholemeal bread olive oil ¼ of a red cabbage , (150g) white wine vinegar 2 corn on the cob 1 lime extra virgin olive oil 4 wholemeal tortillas natural yoghurt or soured cream , to serve",not-too-tricky,fish,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
